,text,label,language,TextCleaned
151,#cum薄肌的奶牛：被边控到爽飞！骚得哭起来，又爽得笑起来。笑德漏出牙，也太帅了。这样的牛，可遇不可求，还没被玩得精液顺流而下！#完整20分 #cum健身房边控系列49部售➕qq http,2.6,Chinese,cum thinskinned cow: being controlled by the side to fly! i cried so much and laughed so happy. xiaode bared his teeth and he was too handsome. such a cow is hard to come by and the semen has not been played downstream! 全球分 cum gym side control series  for sale qq http
152,@user 我在想复制这段回墙里朋友圈贴出来，会不会要进看守所吃拳打脚踢吃到饱,2.75,Chinese, i am thinking of copying this passage and posting it in the circle of friends on the wall will i go to the detention center to eat all i can eat
153,喜欢你，你就是最亮的星；不爱你，你就是最差的景！别让不爱你的人，偷走了你的幸福。有时候不是你不够好，是别人视而不见。经营好自己，你才有能力经营好一切，包括感情！ http,3.2,Chinese,if you like you you are the brightest star; if you do not love you you are the worst scene! don't let someone who does not love you steal your happiness. sometimes it is not that you are not good enough it is that others do not see it. only by managing yourself well can you be able to manage everything well including relationships! http
154,@user 建议试用之后能给个直接购买的入口，装了想买发现没办法买😂,2.0,Chinese, suggested that after the trial you can give a direct purchase entrance and you want to buy it but you can’t buy it
155,@user @user @user 原來是廣州商團事件喔，這是屠殺廣州市嗎？我以為是兩邊的械鬥🌚,1.3333333333333333,Chinese,   it turned out to be the incident of the guangzhou business group. is this a massacre of guangzhou? i thought it was a fight between the two sides
156,@espn 五年了，还不放过特里,2.0,Chinese, five years and still not letting go of terry
157,@user 中国是国家资本主义和官僚资本主义,1.6,Chinese, china is state capitalism and bureaucratic capitalism
158,尋找所有人的匿名問題！ 趙子雲沒有任何問題！ 趙子雲山第一個令人難忘的答案可能是您的問題！ ？ #問題框 #尋找匿名問題 http,2.0,Chinese,find anonymous questions for everyone! zhao ziyun has no problem! zhao ziyunshan's first memorable answer may be your question! ? questionbox find anonymous questions http
159,@user 約不到至少有妳的賴欸,2.75,Chinese, can't get a date at least with you
160,@user @user @user Pp帅爆了。,3.0,Chinese,   pp is awesome.
161,近日历史性高温席卷美国西部地区。据美国媒体报道，随着高温的持续，因热浪而丧生的人数还将会继续上升。此外，持续的高温干旱天气还在美国西部地区造成水资源短缺问题，严重影响了当地农业生产和电力供应。 http,1.0,Chinese,recently historic high temperatures have swept across the western united states. according to us media reports as the high temperature continues the number of deaths due to heat waves will continue to rise. in addition the continuous hot and dry weather has also caused water shortages in the western united states seriously affecting local agricultural production and power supply. http
162,@user 太美了。。多让小夜穿点黑色高领😭😭😭（能量🆙）,2.2,Chinese, is so beautiful. . let xiao ye wear more black turtlenecks  (energy )
163,@user 👍之前想过的 但往后一档手机屏幕下边会被遮挡,2.0,Chinese, i thought about it before but the lower part of the phone screen will be blocked in the next gear
164,@user 想看台灣的,1.6,Chinese, wants to see taiwan
165,@user @user 男神老师,2.2,Chinese,  male god teacher
166,喜歡被打屁屁的感覺 痛爽痛爽的感覺 會讓小穴不受控制的分泌歡愉 還記得故事前提到的人夫 曾告訴我 「我打一下，你的淫穴就縮一下欸！好爽！好欠幹噢！」 當下被言語羞辱的同時 只感覺到兩腿間已濕漉漉 順著大腿內側一路流淌至腳跟 當時格雷是我最愛看的小說 幻想著 觸摸著,3.333333333333333,Chinese,i like the feeling of being spanked. the feeling of pain and pain will make my pussy secrete joy uncontrollably. i still remember that the husband mentioned in the story once told me if i spank your pussy will shrink! it's so cool! i’m so sorry!” while being humiliated by words i only felt the wetness between my legs flowing down the inside of my thighs to my heels. at that time gray was my favorite novel and i was dreaming of touching it.
167,#西安 大中午的不睡觉想干嘛！干我吗？ 是你吗阿山酱 @user http,3.0,Chinese,xi'an what do you want to do if you do not sleep at noon! fuck me? is it you ashan sauce  http
168,@user 喜歡,2.25,Chinese, likes
169,@user 不会的！！自信点😎,2.4,Chinese, no way! ! be confident 
170,@user @user @user @user 还有一种是杠精，假装不明白。,2.6,Chinese,    there is another kind of sarcasm pretending not to understand.
171,@user @user 综合以往看见的，所以我实在是憋不住了😂,2.25,Chinese,  combined what i saw in the past so i really cannot hold back 
172,发一段最近好火的，男朋友送女朋友给两个超大鸡巴黑人玩 http,2.2,Chinese,post a recently popular boyfriend sent girlfriend to play with two black men with super big dicks http
173,小嫩0的菊花审汛（还有朋友不知道怎么获取汁源，看简介++++v） http,4.25,Chinese,xiaonen 's chrysanthemum trial flood (some friends do not know how to get the juice source see the introduction++++v) http
174,@user 拆那應該先賠償 拆那製造的空汙 海洋垃圾 拆那出口的病毒 等等等 謝謝指教,1.6,Chinese, you should first pay for the demolition the air pollution created by the demolition the marine garbage the virus that was exported etc. thank you for your advice
175,直男操逼视频，认真看他的鸡巴！可以对比之前我拍过他的鸡巴发出来的。绝对真，全网首发。 http,2.5,Chinese,straight guy fucks pussy video watch his cock seriously! it can be compared to the ones from his dick that i photographed before. absolutely true the first release on the whole network. http
176,你要敢来找我叫我来过 看我怎么收拾你 不要用你的小骚逼来挑战我的大弟弟 要不然有你好看的 http,2.2,Chinese,you have to dare to come to me and tell me to come and see how i deal with you. don’t challenge my big brother with your little pussy or else you will look good http
177,告解時間：快要一個禮拜沒洗頭⋯ （但真的天選之頭，沒有很油+連夾捲ㄉ都還沒直掉∠( ᐛ 」∠)＿）,2.6,Chinese,confession time: i haven’t washed my hair for almost a week⋯ (but it’s really the hair of god’s choice it’s not very oily + even the curl ㄉ hasn’t straightened out ∠( ᐛ ”∠)＿)
178,@user 而且男人永远不知道女孩子收到的一些私信里包含着多少恶意吧,3.0,Chinese, and men never know how much maliciousness is contained in some private messages girls receive
179,@user 這個是怎麼玩的 我能講嗎（,1.6,Chinese, how does this work can i tell you (
180,@user 是的 同意这个 伴随广告短信轰炸,1.75,Chinese, yes agree with this with ad sms bombardment
181,"@user @user @user @user 我就是广场舞aunt 第一天开始学就扭了腰, 到现在还没好......",1.25,Chinese,    i am the square dance aunt i twisted my waist on the first day of learning and i still have not recovered...
182,@user 你的睡眠睡着了,2.0,Chinese, your sleep fell asleep
183,2月25日上午， 黑龍江省哈爾濱市寶宇天邑瀾山小區 http,1.5,Chinese,on the morning of february th lanshan community baoyu tianyi harbin city heilongjiang province http
184,@user @user @user 對吼！,2.0,Chinese,   yes!
185,不知道我還以為自己在畫金讓 http,2.2,Chinese,dunno i thought i was painting gold let http
186,推特早安 看這時間那麼早就知道我根本沒睡,2.4,Chinese,good morning on twitter look at this time so early i know i did not sleep at all
187,@user @user 福建人表示有这个天然屏障为我们遮风挡雨这么多年了，你们辛苦了，以后再接再厉，加油,2.2,Chinese,  fujian people said that this natural barrier has sheltered us from wind and rain for so many years you have worked hard and you will continue to work hard in the future come on
188,他们的人生信条都是一样的：既然喝酒会死，不喝酒也会死，那么，不如喝吧。,1.6,Chinese,their life creeds are all the same: since drinking will kill you and not drinking will kill you so why not drink.
189,上次还有一堆视频没发完，这个月的房间也已经订下来了。时间是端午当天! 船新的内容 敬请期待! 顺带一提最近的两个视频(时长12min+5min)打包卖25块😝 一次支持可以让我饱两顿饭。不过长久来看的话还是关注里号会更实惠一点~,3.0,Chinese,there are still a bunch of videos that have not been posted last time and the room for this month has already been booked. the time is the day of the dragon boat festival! please look forward to the new content of the ship! by the way the last two videos (min+min in length) are packaged and sold for  yuan  one support can make me full for two meals. but in the long run it will be more affordable to pay attention to the mileage~
190,#粗牛的生活插曲 被一对夫夫轮啪， 最后还被颜射。 此片没有完整版 http,2.4,Chinese,粉牛的生活 episode i was slapped by a couple and finally got a bukkake. there is no full version of this movie http
