label,language,cleanedtweet
1.0,Portuguese,bué away
1.0,Portuguese,best player xav barc
2.8,Portuguese,church bell play star tom brun cocur bar babi
1.2,Portuguese,east book elena ferrant neil del read  tetralog napolitan  gosti muit
1.2,Portuguese,bet back  minut understand context start discuss kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
1.75,Portuguese,well merdinh amg kkkkkkkkk
1.0,Portuguese,tud friend congratul think beauti seem join icon color fic perfect
3.0,Portuguese,carah fernand saba da iso fofoc huh vic
1.0,Portuguese,access updat http profil
1.0,Portuguese, vote bolsonaro 
2.4,Portuguese,want pacienc go rj fic turist arriv want fic quietinh tone minho cervej sitadinh
3.0,Portuguese,im order suffer hear playlist made
2.4,Portuguese,studi neur found loss neuron atrop part cérbr quand enter bipolar smilingfacewithopenmouth    closedey
1.2,Portuguese,play player
1.0,Portuguese,page hilár cult creativ 🇧🇷 sure adm alreadi finish medic 🇧🇷
1.8,Portuguese,“im suspici also know fal bonit without feel nad 🇧🇷
2.2,Portuguese,vic sister fal  verdad piqui 
1.0,Portuguese, person visual profil http
2.2,Portuguese,way go look mor contag best find viadut smilingfacewithheartey
2.0,Portuguese,tim free face
4.2,Portuguese,gave  unhappi dont ye fud  alwaysfuititr
1.2,Portuguese,globo want innov proof without feel kkkk
1.4,Portuguese,unhappi societi valu greet constitut law perplex horron
2.6,Portuguese,good morn convers good night hmmm affect merd
2.8,Portuguese,ksk sorri anyth
1.6,Portuguese,pass shame kkkkkkkkkkkkkk doesnt know best fic cal
1.2,Portuguese,agor im viv caf gel delici god
2.4,Portuguese,lost possibl overshar intern emoticon much manifest bp member 🇧🇷
4.2,Portuguese,wish best best alreadi lose
2.4,Portuguese,everi time finish peopl
1.0,Portuguese,cant  color
1.5,Portuguese,get one outr http
3.0,Portuguese,old man dwell like older
2.2,Portuguese,md agr tud cert
2.0,Portuguese,date blackpink cb
1.2,Portuguese,actress bad
2.4,Portuguese,im sick vdd im better ssa to n embarrass
1.0,Portuguese,り ょ
1.5,Portuguese,fa fa fa fa fa fa fa
3.4,Portuguese,everyth rememb pest person goe surg fuc mh coi
1.2,Portuguese,good real madrid put
4.4,Portuguese,im miss kiss make hard level hard
3.8,Portuguese,joã carl say poor jss kkkkkkkk
2.2,Portuguese,cant want work final hypocri clownfac
1.0,Portuguese,compet governor discuss gang wait enjaul vampir
1.6,Portuguese,vil mar zn 
1.6,Portuguese,mega show tomorrow prepar boss
2.25,Portuguese,equal pediatr indic milk nest sugar bomb use p doc fall ass ass
2.0,Portuguese,im go think ca
2.2,Portuguese,im like mdssss month month alreadi lose  year vid
2.25,Portuguese,there someth cancer http
1.25,Portuguese, one piec  oda send dess clearanc
1.4,Portuguese,view profil  peopl http
1.2,Portuguese,unbelid
1.25,Portuguese,left deserv second chanc assassin sociedad traffic
2.6,Portuguese,much dont fun year fun
2.2,Portuguese,ye judg upsidedown face
1.4,Portuguese,nunc realiz
1.6,Portuguese,del someon els jjjkkkkk
2.6,Portuguese,pag kkkkk
1.333333333,Portuguese,return last room ness atmosf arena foldedhandsmediumdarkskinton
1.0,Portuguese,that bestt
2.0,Portuguese,right kkkkkk faith
2.0,Portuguese,photon lredlycryingfac dont cri http
2.8,Portuguese,get he pik dur
1.0,Portuguese,jade speak alon  bbb http
1.2,Portuguese,widgetshar good download playstor col codig otr use
3.0,Portuguese,today day suck energi corp oh glor
2.0,Portuguese,im glad dont film
2.6,Portuguese,week graduat parti im rec bad grave congest
4.6,Portuguese,cock hand
3.2,Portuguese,im almost spoken compani even lanch vei pqp
1.6,Portuguese,
1.75,Portuguese,want play footbal im fuck vid
1.0,Portuguese,profil seen  person last  hor http
3.8,Portuguese,hey  go tom mei ass
3.4,Portuguese,father disturb
1.6,Portuguese,profil seen  person last minut http
3.0,Portuguese,disappoint italian grandfath like mass tip
1.6,Portuguese,profil seen  weight last  hor http
1.333333333,Portuguese,faith name jesu stop rain arriv
1.4,Portuguese,god wonder foldedhandsmediumskintoneraisinghandsmediumskinton
1.0,Portuguese,speak everyth
1.6,Portuguese,one hour gal vindi take sang desap send carniv
1.6,Portuguese,icloud cant know phone start
2.4,Portuguese,suicidi lent
1.6,Portuguese,tell day saw tweet rememb kkkkdkdkdkdkk
1.0,Portuguese,time come back isla redeem punish eh trag vidal custom http
2.8,Portuguese,speak guy didnt even call soft went dream cen kkk
1.666666667,Portuguese,bad ask make come say ass lend
2.6,Portuguese,come im sinc yesterday gave two hor nap im alreadi turn gshow vot whiteheavycheckmarkbreadfactorytrophi
1.8,Portuguese,sad dont 
1.4,Portuguese,performa gast money money gast
3.0,Portuguese,im go april
1.0,Portuguese,hoj answer outtri curt
1.6,Portuguese,want go back bullet goe grass
1.75,Portuguese,help son
1.5,Portuguese,also tip
2.6,Portuguese,ctg 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷
1.0,Portuguese,moc   hour  best lyric  iheartaward
4.2,Portuguese,man vid kitten sparklingheart
3.0,Portuguese,hi hi flower dont want talk dont take anymor answer ngm wpp
1.2,Portuguese,cruzeiren
2.8,Portuguese,like mother
2.0,Portuguese,suppos trail
2.4,Portuguese,didnt even know app kkkkkk good sabe quand lev minh sobrinh
2.4,Portuguese,go mczinh hj🫶lightskintonesminingfacewithheartey
2.0,Portuguese,im fox
3.0,Portuguese,mark therapi life chao found chaotic like
1.25,Portuguese,lew  sir lew 
2.2,Portuguese,leav alon room perc complet temp espac even forgot im clinic aind
2.2,Portuguese,fod mor crlh ca want go tom one verdad  contr uber
1.0,Portuguese,barã want bot pedr instead chat eli
2.6,Portuguese,day show uglier side del seri
2.8,Portuguese,prepar land chang
1.0,Portuguese,alreadi 
1.25,Portuguese,im cri laugh conver ray want know get soc costel rind rind rind dieg boi
1.4,Portuguese,drop phone pay attent class
1.0,Portuguese,that brazil sig jade council  outsid jade  bbb   recifeforajad vil união  iput http
1.8,Portuguese,flamengo said rememb mbappé better personshrugginglightskintone‍malesign http
1.4,Portuguese,know lot
2.6,Portuguese,im sad day much move want peac
1.0,Portuguese,corn weight lose weight grape
1.0,Portuguese,profil seen  person last  hor http
2.8,Portuguese,im beauti vsfd
2.0,Portuguese,access updat http profil
1.6,Portuguese,need day  hot
2.0,Portuguese,dream grow heart
2.4,Portuguese,stuart good watch movi nowher mom come appl stw nad alreadi know prefer
2.6,Portuguese,reconcil workgym  cs take care cansat qri come louc lav promptsneezingfac
3.0,Portuguese,pa talk relationship two jeit  bbb
1.8,Portuguese,no prox rol
1.75,Portuguese,doesnt fight
2.4,Portuguese,go aaaa
2.2,Portuguese,want take cochil benção acord everi  minut loudlycryingfac
2.2,Portuguese,walk crazi head im
2.2,Portuguese,tav n tav person 
2.4,Portuguese,take switch alreadi know ask borrow jog smirkingfac
1.4,Portuguese,baian sell pt pur freat http
1.2,Portuguese,tav love
3.0,Portuguese,fic cycl stress  gt perc cabel pel corp fic tod carec
1.4,Portuguese,shame saint increas 
1.0,Portuguese,gondom peopl discov hj gunpowd
2.2,Portuguese,sound  mort probe 🇧🇷 🇧🇷
2.25,Portuguese,phrase doubl take account pavez
2.8,Portuguese,rain daughter insur pleas im medium
2.4,Portuguese,eli  know 🇧🇷
1.4,Portuguese,
2.2,Portuguese,also saw man
1.2,Portuguese,need week sleep
2.4,Portuguese,come “woman money” one
1.0,Portuguese,profil seen  person last  hor http
1.0,Portuguese,quiomã
2.6,Portuguese,insur dit wrong path make feel alive…
2.2,Portuguese,reject bet
3.0,Portuguese,🧠 🫀 ye silli
2.4,Portuguese,carah delíc droolingfacedroolingfacedroolingfacebolingfacedroolingfac
1.25,Portuguese,chic lang nicol 🇧🇷 trust
3.0,Portuguese,msg ced thayn make muc agr begin rain answer clownfac
1.75,Portuguese,one day critic evil
2.4,Portuguese,dont stay get kkkkkkkkk
3.0,Portuguese,dont know im go bad del know ill vic
1.6,Portuguese,still look lot like campaign ca amig  div import
2.0,Portuguese,luiz show start play saok http
1.4,Portuguese,one discur harm dg
1.0,Portuguese,im go german ps mand
1.8,Portuguese,alway think destabil other leav
1.2,Portuguese,twitter white
1.333333333,Portuguese,fan
1.2,Portuguese,prejudic standard 🤬🤬🤬
3.8,Portuguese,need urgent massag
4.0,Portuguese,q sac evelyn like much loudlycryingfac
4.0,Portuguese,make happi person singl make flood
1.0,Portuguese,galvão
1.4,Portuguese,go wrong read nauseat beard face
1.8,Portuguese,like td im fan marshmallow
2.2,Portuguese,stay alon question littl
1.0,Portuguese,muit credibl http
1.2,Portuguese,day perfect hj skin best enjaul goal miss cr  gt
3.0,Portuguese,fot antig 🇧🇷 esper like smilingfacewithhearteyessmirkingfacesmirkingfacesmirkingfac http
1.2,Portuguese,jad best
2.6,Portuguese,send woman day doct dig
2.0,Portuguese,ariana grand import life
3.75,Portuguese,mother smt feel cheap tast
1.0,Portuguese,blog insport daniel lim amand klein
1.2,Portuguese,storm section simpli wonder disc
2.0,Portuguese, morn sister stop cri
1.2,Portuguese,break much cell phone
1.6,Portuguese,listen red hot chili pepper year  no senhor
1.6,Portuguese,watch movi island fear
1.2,Portuguese,parent he peaki blinder actor
2.0,Portuguese,either work beauti hair two
3.0,Portuguese,anoth date regret bitter trust someon
1.8,Portuguese,see moon shine sky boil ded tent reac
1.8,Portuguese, vasco torqu flac  forc jov maluc psychopat kkkkkkk
1.4,Portuguese,die go well
1.0,Portuguese,even share poster vic naif beauti noit
1.4,Portuguese,anyon want go doll
1.0,Portuguese,car mam miss wors oblig grand
1.0,Portuguese,bad buddi
1.6,Portuguese,faith everyth
1.8,Portuguese,im exhaust
3.6,Portuguese,n kind sinu pel boy that
3.2,Portuguese,white privileg walk bird teresina polyc look nad
2.6,Portuguese,know love mood duvid
1.2,Portuguese,anoth machuc player unbeliev
1.8,Portuguese, year grin face smile eye
2.0,Portuguese,love
3.4,Portuguese,insinu hit hand
2.0,Portuguese,miss imag want see
1.0,Portuguese,best possibl http
1.2,Portuguese,one thing anoth
2.75,Portuguese,pug fell pag card vid clown face
1.6,Portuguese,dir 
4.2,Portuguese,want chang tri brig bore dont know world nunc
2.8,Portuguese,best us 🥰🥳
2.8,Portuguese,put alarm sleep accord agr
1.2,Portuguese,ouc summertim magic childish tudaa
2.8,Portuguese,take good care
2.75,Portuguese,                                           kajakak q ó dess ask
3.6,Portuguese,hi gat want
2.0,Portuguese,wors vdd kkkkkkkk
1.8,Portuguese,rememb ativ
1.2,Portuguese,profil seen  person last  hor http
3.0,Portuguese,like care best look chang 
1.4,Portuguese,loudli cri face
1.6,Portuguese,profil seen  weight last  hor http
1.0,Portuguese,money impos everyth see manchest unit barcelon acto dia 🇧🇷
2.8,Portuguese,im go planalt day fuck 🇧🇷
1.2,Portuguese,sinc  without win paulistinha face rlx kkkkkkkkk
3.2,Portuguese,thin hair  bonit rostinh
3.2,Portuguese,crazi im sad news 
3.2,Portuguese,think got tire 
2.8,Portuguese,everi day someon want hit
3.0,Portuguese,man       fic     jhope http
1.666666667,Portuguese,cariri 🇧🇷 🇧🇷 🇧🇷 🇧🇷 doesnt call tumair chuap
1.75,Portuguese,put titl jpg
1.6,Portuguese,necessari evil 
1.4,Portuguese,give vot arthur displeasur see men vot http
1.8,Portuguese,god cream god tud cau mach http
1.4,Portuguese,month never see 🥲
3.2,Portuguese,fabi take photon pqp hom droolingfac
2.5,Portuguese,im vam
3.6,Portuguese,finish im without reaction
1.4,Portuguese,promet im go post yelhan hoj gui want marc
3.25,Portuguese,pov cf rach bic kkkkkkkkkk
2.8,Portuguese,hell full year want rol hostels… vinh larir eaten blanket
2.6,Portuguese, month miss take devic alreadi suppos dentist
2.2,Portuguese,im hungri
2.6,Portuguese,im happi
3.4,Portuguese,oxe pay
1.8,Portuguese,fic ótim
4.2,Portuguese,dont come back fuck 
1.2,Portuguese,avail unit 
2.2,Portuguese,thing stress
1.0,Portuguese,nad well kkkkkkkk
4.2,Portuguese,day date accept love men guilherm love elog dont accept
1.8,Portuguese,publish photo studi pollyan lordelo beauti academi http
3.75,Portuguese,miss  hate
2.2,Portuguese,cau behind train complain dont go facewithrollingey
2.4,Portuguese,realli go break sof 🇧🇷
1.2,Portuguese,inss good dinosaur busi mei mei sab
2.0,Portuguese,didnt forget
2.8,Portuguese,love love fing
3.2,Portuguese,tmj sister flexedbicepsredheart
1.2,Portuguese,project year guard grand go lul  janeir 
2.2,Portuguese,darkest time day
2.0,Portuguese,kakakakaka vô come back lot catfacewithwrysmileros
2.8,Portuguese,lot anger peopl know well know feel ahhhh
1.2,Portuguese,gratitud fold hand light skin tone
2.0,Portuguese,tell 🥱
1.8,Portuguese,finish hair  scrape head ju
2.6,Portuguese,faith loyal love
3.0,Portuguese,much time ask errad
1.5,Portuguese,feel useless mile matter acumul studi consig http
1.0,Portuguese,start rain
2.2,Portuguese,clown hate pocket mandi tuit sobnc
3.4,Portuguese,mud like  mud like yea 
2.4,Portuguese,good demand
1.6,Portuguese,entertain kkkk program meter
3.0,Portuguese,mlk want appear noth alreadi motiv indirect grow bean virg careterollingonthefloorlaung
2.0,Portuguese,name hate peopl make sound yur ice
1.4,Portuguese,imag q  month ago q sad infern
3.8,Portuguese,breath mt lind dorm  oh im fall
1.0,Portuguese,cant afford go http
3.0,Portuguese,smilingfacewithheartey padindh anna heartwithribon
1.0,Portuguese,project produc http
2.0,Portuguese,observ becom defect end know
1.8,Portuguese,god sake goe ass
1.6,Portuguese,wont play live im maluc
1.4,Portuguese,kkkkkkkk cad histori med
4.75,Portuguese,miss ex want see anoth rememb quant vacilouuu
3.6,Portuguese,let hand worst moment that learn 
2.4,Portuguese,mulh day tomorrow accept sweeti energi flowers…
4.0,Portuguese,good find love abrac beauti woman
2.4,Portuguese,cage fear dentist goe born dent judg tort colun q infern
2.2,Portuguese,lost notion mani time seen “what if… ” seri http
1.8,Portuguese,laugh even amn kakakakak
2.6,Portuguese,also save ps screen 🫣
1.0,Portuguese,notifi http
3.4,Portuguese,joão inventor cad draw make expressionless face kkkkkkkk
3.4,Portuguese,gent ye 🇧🇷 🇧🇷 dont know react compliment
1.2,Portuguese,im fan font helvét find overr raleway goth nex much superior
2.2,Portuguese,ill show sop gring
1.8,Portuguese,go tex without pag entrad son misser 🥱sleelingfac
1.8,Portuguese,look french kkk
1.6,Portuguese,realiz dream
3.0,Portuguese,certainti  🇧🇷 🇧🇷 🇧🇷 coil pod call im
2.2,Portuguese,moreira da silva charisma potato
1.4,Portuguese,im royal tipi tent div rememb
1.6,Portuguese,profil seen  weight last  hor http
1.8,Portuguese,stay even emoticon congratul conquest pokestop propr http
2.4,Portuguese,rain bath sound watch
1.2,Portuguese,piti child
1.5,Portuguese,queen xuxa goe bun dem
1.0,Portuguese,elect distant  alreadi said
1.4,Portuguese,inherit
1.4,Portuguese,ame
2.2,Portuguese,alreadi comec  send buch amaz kkkkkkk ten q learn mt 🥴
1.8,Portuguese,take look
1.5,Portuguese,stoc
1.75,Portuguese,peac soul
3.5,Portuguese, wont child lover  real n wors kkkkkkjjjjk
1.0,Portuguese,protest suéc leav three fer http  southendenot  world
1.333333333,Portuguese,blank god
2.2,Portuguese,ô shorti invok
2.0,Portuguese,tod month compr brinc nov biggest sequel temp
1.0,Portuguese,real x psg abl best play sempr ucl eighth pur footbal
2.0,Portuguese,kkkkk nn abl lum dwarf
2.2,Portuguese,magic night tragic morn grimac face
1.8,Portuguese,delíc facesavingdeliciousfood
2.0,Portuguese,murr
3.8,Portuguese,fic tast bundud men week research
1.6,Portuguese,like byakuy
2.8,Portuguese,god love handbal
2.4,Portuguese,smp believ ney
3.0,Portuguese,kkkkkkkkk im like start flex bicep yesterday
1.6,Portuguese,want fug know
1.8,Portuguese,tav sleep wake p jant im cac
2.0,Portuguese,mark part gang
3.2,Portuguese,love life right  ♡♡ http
3.2,Portuguese,call come come home go babi cachac break foot
1.75,Portuguese,eli trend flush face time booom thing 🇧🇷 🇧🇷 🇧🇷  pig pigfac happi smilingfacewithheartey  bbb  teamel http
2.2,Portuguese,krlh pineappl channel exclud youtub best music afff 
1.6,Portuguese,sq
1.2,Portuguese,copi guy comment kkkkklll
3.0,Portuguese,stupid
3.666666667,Portuguese,im alreadi sick still invent
3.0,Portuguese,im almost go slum review roll im deit among ca 🥲🥲
1.4,Portuguese,lo hermano geminian band exist  sum  year volt nad tiv occur
1.4,Portuguese,delight wake six hour
1.2,Portuguese,peopl  kkkkkk  juliett kkkkkk 
2.4,Portuguese,want monday tomorrow anxieti nom salt
1.4,Portuguese,nowher plagu front oem school
1.0,Portuguese,ye rio de janeiro
2.6,Portuguese, minut train ca went sky volt nasc p n kkkkkkkk
1.4,Portuguese,cruis rooster  show
2.2,Portuguese,cri adolesc x cri agor kekekw nad mud mesm http
2.6,Portuguese,pessoa healthi deceptcion dem calm lose flexedbicepsmediumlightskinton
2.25,Portuguese,need strengthen muscl get exercis jeit cert
1.75,Portuguese,juliett top understand http
1.6,Portuguese,q feit
1.2,Portuguese,one miss murray impec perform 🇧🇷 🇧🇷 murray simpl breed russ  strangerth http
1.0,Portuguese,prodic campaign bishop xmen film
